Code_function;Definition_function
4.1.99.19;2-iminoacetate synthase [EC 4.1.99.19]
4.1.99.20;3-amino-4-hydroxybenzoate synthase [EC 4.1.99.20]
4.1.99.21;(5-formylfuran-3-yl)methyl phosphate synthase. Now EC 4.2.3.153 (5-formylfuran-3-yl)methyl phosphate synthase. [EC 4.1.99.21]
4.1.99.22;GTP 3′,8-cyclase [EC 4.1.99.22]
4.1.99.23;5-hydroxybenzimidazole synthase [EC 4.1.99.23]
4.1.99.24;L-tyrosine isonitrile synthase [EC 4.1.99.24]
4.1.99.25;L-tryptophan isonitrile synthase [EC 4.1.99.25]
4.1.99.26;3-amino-5-[(4-hydroxyphenyl)methyl]-4,4-dimethylpyrrolidin-2-one synthase [EC 4.1.99.26]
4.2.1.1;carbonic anhydrase [EC 4.2.1.1]
4.2.1.2;fumarate hydratase [EC 4.2.1.2]
4.2.1.3;aconitate hydratase [EC 4.2.1.3]
4.2.1.4;citrate dehydratase. Now known to be a partial reaction catalysed by EC 4.2.1.3, aconitate hydratase. [EC 4.2.1.4]
4.2.1.5;arabinonate dehydratase [EC 4.2.1.5]
4.2.1.6;galactonate dehydratase [EC 4.2.1.6]
4.2.1.7;altronate dehydratase [EC 4.2.1.7]
4.2.1.8;mannonate dehydratase [EC 4.2.1.8]
4.2.1.9;dihydroxy-acid dehydratase [EC 4.2.1.9]
4.2.1.10;3-dehydroquinate dehydratase [EC 4.2.1.10]
4.2.1.11;phosphopyruvate hydratase [EC 4.2.1.11]
4.2.1.12;phosphogluconate dehydratase [EC 4.2.1.12]
4.2.1.13;L-serine dehydratase. Now EC 4.3.1.17, L-serine ammonia-lyase [EC 4.2.1.13]
4.2.1.14;D-serine dehydratase. Now EC 4.3.1.18, D-serine ammonia-lyase [EC 4.2.1.14]
4.2.1.15; homoserine dehydratase. Identical with EC 4.4.1.1 cystathionine γ-lyase [EC 4.2.1.15]
4.2.1.16;threonine dehydratase. Now EC 4.3.1.19, threonine ammonia-lyase [EC 4.2.1.16]
4.2.1.17;enoyl-CoA hydratase [EC 4.2.1.17]
4.2.1.18;methylglutaconyl-CoA hydratase [EC 4.2.1.18]
4.2.1.19;imidazoleglycerol-phosphate dehydratase [EC 4.2.1.19]
4.2.1.20;tryptophan synthase [EC 4.2.1.20]
4.2.1.21; cystathionine β-synthase. Now EC 4.2.1.22 cystathionine β-synthase [EC 4.2.1.21]
4.2.1.22;cystathionine β-synthase [EC 4.2.1.22]
4.2.1.23; methylcysteine synthase. The reaction was due to a side-reaction of EC 4.2.1.22 cystathionine β-synthase [EC 4.2.1.23]
4.2.1.24;porphobilinogen synthase [EC 4.2.1.24]
4.2.1.25;L-arabinonate dehydratase [EC 4.2.1.25]
4.2.1.26;aminodeoxygluconate dehydratase. This enzyme was transferred to EC 4.3.1.21, aminodeoxygluconate ammonia-lyase, which has since been deleted. The enzyme is identical to EC 4.3.1.9, glucosaminate ammonia-lyase [EC 4.2.1.26]
4.2.1.27;acetylenecarboxylate hydratase [EC 4.2.1.27]
4.2.1.28;propanediol dehydratase [EC 4.2.1.28]
4.2.1.29;indoleacetaldoxime dehydratase. Now EC 4.99.1.6, indoleacetaldoxime dehydratase. The enzyme was classified incorrectly as a C-O lyase when the bond broken is a N-O bond [EC 4.2.1.29]
4.2.1.30;glycerol dehydratase [EC 4.2.1.30]
4.2.1.31;maleate hydratase [EC 4.2.1.31]
4.2.1.32;L(+)-tartrate dehydratase [EC 4.2.1.32]
4.2.1.33;3-isopropylmalate dehydratase [EC 4.2.1.33]
4.2.1.34;(S)-2-methylmalate dehydratase [EC 4.2.1.34]
4.2.1.35;(R)-2-methylmalate dehydratase [EC 4.2.1.35]
4.2.1.36;homoaconitate hydratase [EC 4.2.1.36]
4.2.1.37;trans-epoxysuccinate hydratase. Now EC 3.3.2.4, trans-epoxysuccinate hydrolase [EC 4.2.1.37]
4.2.1.38;erythro-3-hydroxyaspartate dehydratase. Now EC 4.3.1.20, erythro-3-hydroxyaspartate ammonia-lyase [EC 4.2.1.38]
4.2.1.39;gluconate dehydratase [EC 4.2.1.39]
4.2.1.40;glucarate dehydratase [EC 4.2.1.40]
4.2.1.41;5-dehydro-4-deoxyglucarate dehydratase [EC 4.2.1.41]
4.2.1.42;galactarate dehydratase [EC 4.2.1.42]
4.2.1.43;2-dehydro-3-deoxy-L-arabinonate dehydratase [EC 4.2.1.43]
4.2.1.44;myo-inosose-2 dehydratase [EC 4.2.1.44]
4.2.1.45;CDP-glucose 4,6-dehydratase [EC 4.2.1.45]
4.2.1.46;dTDP-glucose 4,6-dehydratase [EC 4.2.1.46]
4.2.1.47;GDP-mannose 4,6-dehydratase [EC 4.2.1.47]
4.2.1.48;D-glutamate cyclase [EC 4.2.1.48]
4.2.1.49;urocanate hydratase [EC 4.2.1.49]
4.2.1.50;pyrazolylalanine synthase [EC 4.2.1.50]
4.2.1.51;prephenate dehydratase [EC 4.2.1.51]
4.2.1.52;dihydrodipicolinate synthase. Now EC 4.3.3.7, 4-hydroxy-2,3,4,5-tetrahydrodipicolinate synthase. [EC 4.2.1.52]
4.2.1.53;oleate hydratase [EC 4.2.1.53]
4.2.1.54;lactoyl-CoA dehydratase [EC 4.2.1.54]
4.2.1.55;3-hydroxybutyryl-CoA dehydratase [EC 4.2.1.55]
4.2.1.56;itaconyl-CoA hydratase [EC 4.2.1.56]
4.2.1.57;isohexenylglutaconyl-CoA hydratase [EC 4.2.1.57]
4.2.1.58;crotonoyl-[acyl-carrier-protein] hydratase. The reaction described is covered by EC 4.2.1.59. [EC 4.2.1.58]
4.2.1.59;3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC 4.2.1.59]
4.2.1.60;3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase. The reaction described is covered by EC 4.2.1.59. [EC 4.2.1.60]
4.2.1.61;3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase. The reaction described is covered by EC 4.2.1.59. [EC 4.2.1.61]
4.2.1.62;5α-hydroxysteroid dehydratase [EC 4.2.1.62]
4.2.1.63;epoxide hydratase. Now known to comprise two enzymes, microsomal epoxide hydrolase (EC 3.3.2.9) and soluble epoxide hydrolase (EC 3.3.2.10) [EC 4.2.1.63]
4.2.1.64;arene-oxide hydratase. Now known to comprise two enzymes, microsomal epoxide hydrolase (EC 3.3.2.9) and soluble epoxide hydrolase (EC 3.3.2.10) [EC 4.2.1.64]
4.2.1.65;3-cyanoalanine hydratase [EC 4.2.1.65]
4.2.1.66;cyanide hydratase [EC 4.2.1.66]
4.2.1.67;D-fuconate dehydratase [EC 4.2.1.67]
4.2.1.68;L-fuconate dehydratase [EC 4.2.1.68]
4.2.1.69;cyanamide hydratase [EC 4.2.1.69]
4.2.1.70;pseudouridylate synthase [EC 4.2.1.70]
4.2.1.71; acetylenecarboxylate hydratase. This enzyme is identical to EC 4.2.1.27, acetylenecarboxylate hydratase [EC 4.2.1.71]
4.2.1.72;acetylenedicarboxylate hydratase. Now EC 4.1.1.78, acetylenedicarboxylate decarboxylase [EC 4.2.1.72]
4.2.1.73;protoaphin-aglucone dehydratase (cyclizing) [EC 4.2.1.73]
4.2.1.74;medium-chain-enoyl-CoA hydratase [EC 4.2.1.74]
4.2.1.75;uroporphyrinogen-III synthase [EC 4.2.1.75]
4.2.1.76;UDP-glucose 4,6-dehydratase [EC 4.2.1.76]
4.2.1.77;trans-L-3-hydroxyproline dehydratase [EC 4.2.1.77]
4.2.1.78;(S)-norcoclaurine synthase [EC 4.2.1.78]
4.2.1.79;2-methylcitrate dehydratase [EC 4.2.1.79]
4.2.1.80;2-oxopent-4-enoate hydratase [EC 4.2.1.80]
4.2.1.81;D(-)-tartrate dehydratase [EC 4.2.1.81]
4.2.1.82;xylonate dehydratase [EC 4.2.1.82]
4.2.1.83;4-oxalomesaconate hydratase [EC 4.2.1.83]
4.2.1.84;nitrile hydratase [EC 4.2.1.84]
4.2.1.85;dimethylmaleate hydratase [EC 4.2.1.85]
4.2.1.86; 16-dehydroprogesterone hydratase (reaction is identical to that of EC 4.2.1.98, 16α-hydroxyprogesterone dehydratase) [EC 4.2.1.86]
4.2.1.87;octopamine dehydratase [EC 4.2.1.87]
4.2.1.88;synephrine dehydratase [EC 4.2.1.88]
4.2.1.89;carnitine dehydratase. The activity has now been shown to be due to EC 2.8.3.21, L-carnitine CoA-transferase and EC 4.2.1.149, crotonobetainyl-CoA hydratase. [EC 4.2.1.89]
4.2.1.90;L-rhamnonate dehydratase [EC 4.2.1.90]
4.2.1.91;arogenate dehydratase [EC 4.2.1.91]
4.2.1.92;hydroperoxide dehydratase [EC 4.2.1.92]
4.2.1.93;ATP-dependent NAD(P)H-hydrate dehydratase [EC 4.2.1.93]
4.2.1.94;scytalone dehydratase [EC 4.2.1.94]
4.2.1.95;kievitone hydratase [EC 4.2.1.95]
4.2.1.96;4a-hydroxytetrahydrobiopterin dehydratase [EC 4.2.1.96]
4.2.1.97;phaseollidin hydratase [EC 4.2.1.97]
4.2.1.98;16α-hydroxyprogesterone dehydratase [EC 4.2.1.98]
4.2.1.99;2-methylisocitrate dehydratase [EC 4.2.1.99]
4.2.1.100;cyclohexa-1,5-dienecarbonyl-CoA hydratase [EC 4.2.1.100]
4.2.1.101;trans-feruloyl-CoA hydratase. Now included with EC 4.1.2.61, feruloyl-CoA hydratase/lyase [EC 4.2.1.101]
4.2.1.102;cyclohexa-1,5-dienecarbonyl-CoA hydratase. Now EC 4.2.1.100, cyclohexa-1,5-dienecarbonyl-CoA hydratase [EC 4.2.1.102]
4.2.1.103;cyclohexyl-isocyanide hydratase [EC 4.2.1.103]
4.2.1.104;cyanase [EC 4.2.1.104]
4.2.1.105;2-hydroxyisoflavanone dehydratase [EC 4.2.1.105]
4.2.1.106;bile-acid 7α-dehydratase [EC 4.2.1.106]
4.2.1.107;3α,7α,12α-trihydroxy-5β-cholest-24-enoyl-CoA hydratase [EC 4.2.1.107]
4.2.1.108;ectoine synthase [EC 4.2.1.108]
4.2.1.109;methylthioribulose 1-phosphate dehydratase [EC 4.2.1.109]
4.2.1.110;aldos-2-ulose dehydratase [EC 4.2.1.110]
4.2.1.111;1,5-anhydro-D-fructose dehydratase [EC 4.2.1.111]
4.2.1.112;acetylene hydratase [EC 4.2.1.112]
4.2.1.113;o-succinylbenzoate synthase [EC 4.2.1.113]
4.2.1.114;methanogen homoaconitase [EC 4.2.1.114]
4.2.1.115;UDP-N-acetylglucosamine 4,6-dehydratase (configuration-inverting) [EC 4.2.1.115]
4.2.1.116;3-hydroxypropionyl-CoA dehydratase [EC 4.2.1.116]
4.2.1.117;2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) [EC 4.2.1.117]
4.2.1.118;3-dehydroshikimate dehydratase [EC 4.2.1.118]
4.2.1.119;enoyl-CoA hydratase 2 [EC 4.2.1.119]
4.2.1.120;4-hydroxybutanoyl-CoA dehydratase [EC 4.2.1.120]
4.2.1.121;colneleate synthase [EC 4.2.1.121]
4.2.1.122;tryptophan synthase (indole-salvaging) [EC 4.2.1.122]
4.2.1.123;tetrahymanol synthase [EC 4.2.1.123]
4.2.1.124;arabidiol synthase [EC 4.2.1.124]
4.2.1.125;dammarenediol II synthase [EC 4.2.1.125]
4.2.1.126;N-acetylmuramic acid 6-phosphate etherase [EC 4.2.1.126]
4.2.1.127;linalool dehydratase [EC 4.2.1.127]
4.2.1.128;lupan-3β,20-diol synthase [EC 4.2.1.128]
4.2.1.129;squalene—hopanol cyclase [EC 4.2.1.129]
4.2.1.130;D-lactate dehydratase [EC 4.2.1.130]
4.2.1.131;carotenoid 1,2-hydratase [EC 4.2.1.131]
4.2.1.132;2-hydroxyhexa-2,4-dienoate hydratase [EC 4.2.1.132]
4.2.1.133;copal-8-ol diphosphate hydratase [EC 4.2.1.133]
4.2.1.134;very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [EC 4.2.1.134]
4.2.1.135;UDP-N-acetylglucosamine 4,6-dehydratase (configuration-retaining) [EC 4.2.1.135]
4.2.1.136;ADP-dependent NAD(P)H-hydrate dehydratase [EC 4.2.1.136]
4.2.1.137;sporulenol synthase [EC 4.2.1.137]
4.2.1.138;(+)-caryolan-1-ol synthase [EC 4.2.1.138]
4.2.1.139;pterocarpan synthase [EC 4.2.1.139]
4.2.1.140;gluconate/galactonate dehydratase [EC 4.2.1.140]
4.2.1.141;2-dehydro-3-deoxy-D-arabinonate dehydratase [EC 4.2.1.141]
4.2.1.142;5′-oxoaverantin cyclase [EC 4.2.1.142]
4.2.1.143;versicolorin B synthase [EC 4.2.1.143]
4.2.1.144;3-amino-5-hydroxybenzoate synthase [EC 4.2.1.144]
4.2.1.145;capreomycidine synthase [EC 4.2.1.145]
4.2.1.146;L-galactonate dehydratase [EC 4.2.1.146]
4.2.1.147;5,6,7,8-tetrahydromethanopterin hydro-lyase [EC 4.2.1.147]
4.2.1.148;2-methylfumaryl-CoA hydratase [EC 4.2.1.148]
4.2.1.149;crotonobetainyl-CoA hydratase [EC 4.2.1.149]
4.2.1.150;short-chain-enoyl-CoA hydratase [EC 4.2.1.150]
4.2.1.151;chorismate dehydratase [EC 4.2.1.151]
4.2.1.152;hydroperoxy icosatetraenoate dehydratase [EC 4.2.1.152]
4.2.1.153;3-methylfumaryl-CoA hydratase [EC 4.2.1.153]
4.2.1.154;tetracenomycin F2 cyclase [EC 4.2.1.154]
4.2.1.155;(methylthio)acryloyl-CoA hydratase [EC 4.2.1.155]
4.2.1.156;L-talarate dehydratase [EC 4.2.1.156]
4.2.1.157;(R)-2-hydroxyisocaproyl-CoA dehydratase [EC 4.2.1.157]
4.2.1.158;galactarate dehydratase (D-threo-forming) [EC 4.2.1.158]
4.2.1.159;dTDP-4-dehydro-6-deoxy-α-D-glucopyranose 2,3-dehydratase [EC 4.2.1.159]
4.2.1.160;2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one isomerase/dehydratase [EC 4.2.1.160]
4.2.1.161;bisanhydrobacterioruberin hydratase [EC 4.2.1.161]
4.2.1.162;6-deoxy-6-sulfo-D-gluconate dehydratase [EC 4.2.1.162]
4.2.1.163;2-oxo-hept-4-ene-1,7-dioate hydratase [EC 4.2.1.163]
4.2.1.164;dTDP-4-dehydro-2,6-dideoxy-D-glucose 3-dehydratase [EC 4.2.1.164]
4.2.1.165;chlorophyllide a 31-hydratase [EC 4.2.1.165]
4.2.1.166;phosphinomethylmalate isomerase [EC 4.2.1.166]
4.2.1.167;(R)-2-hydroxyglutaryl-CoA dehydratase [EC 4.2.1.167]
4.2.1.168;GDP-4-dehydro-6-deoxy-α-D-mannose 3-dehydratase [EC 4.2.1.168]
4.2.1.169;3-vinyl bacteriochlorophyllide d 31-hydratase [EC 4.2.1.169]
4.2.1.170;2-(ω-methylthio)alkylmalate dehydratase [EC 4.2.1.170]
4.2.1.171;cis-L-3-hydroxyproline dehydratase [EC 4.2.1.171]
4.2.1.172;trans-4-hydroxy-L-proline dehydratase [EC 4.2.1.172]
4.2.1.173;ent-8α-hydroxylabd-13-en-15-yl diphosphate synthase [EC 4.2.1.173]
4.2.1.174;peregrinol diphosphate synthase [EC 4.2.1.174]
4.2.1.175;(R)-3-(aryl)lactoyl-CoA dehydratase [EC 4.2.1.175]
4.2.1.176;L-lyxonate dehydratase [EC 4.2.1.176]
4.2.1.177;(2S)-3-sulfopropanediol dehydratase [EC 4.2.1.177]
4.2.1.178;difructose-dianhydride-III synthase [EC 4.2.1.178]
4.2.1.179;difructose-anhydride-I synthase [EC 4.2.1.179]
4.2.1.180;(E)-benzylidenesuccinyl-CoA hydratase [EC 4.2.1.180]
4.2.2.1;hyaluronate lyase [EC 4.2.2.1]
4.2.2.2;pectate lyase [EC 4.2.2.2]
4.2.2.3;mannuronate-specific alginate lyase [EC 4.2.2.3]
4.2.2.4;chondroitin ABC lyase. Now known to comprise two enzymes: EC 4.2.2.20, chondroitin-sulfate-ABC endolyase and EC 4.2.2.21, chondroitin-sulfate-ABC exolyase [EC 4.2.2.4]
4.2.2.5;chondroitin AC lyase [EC 4.2.2.5]
4.2.2.6;oligogalacturonide lyase [EC 4.2.2.6]
4.2.2.7;heparin lyase [EC 4.2.2.7]
4.2.2.8;heparin-sulfate lyase [EC 4.2.2.8]
4.2.2.9;pectate disaccharide-lyase [EC 4.2.2.9]
4.2.2.10;pectin lyase [EC 4.2.2.10]
4.2.2.11;guluronate-specific alginate lyase [EC 4.2.2.11]
4.2.2.12;xanthan lyase [EC 4.2.2.12]
4.2.2.13;exo-(1→4)-α-D-glucan lyase [EC 4.2.2.13]
4.2.2.14;glucuronan lyase [EC 4.2.2.14]
4.2.2.15;anhydrosialidase [EC 4.2.2.15]
4.2.2.16;levan fructotransferase (DFA-IV-forming) [EC 4.2.2.16]
4.2.2.17;inulin fructotransferase (DFA-I-forming) [EC 4.2.2.17]
4.2.2.18;inulin fructotransferase (DFA-III-forming) [EC 4.2.2.18]
4.2.2.19;chondroitin B lyase [EC 4.2.2.19]
4.2.2.20;chondroitin-sulfate-ABC endolyase [EC 4.2.2.20]
4.2.2.21;chondroitin-sulfate-ABC exolyase [EC 4.2.2.21]
4.2.2.22;pectate trisaccharide-lyase [EC 4.2.2.22]
4.2.2.23;rhamnogalacturonan endolyase [EC 4.2.2.23]
4.2.2.24;rhamnogalacturonan exolyase [EC 4.2.2.24]
4.2.2.25;gellan lyase [EC 4.2.2.25]
4.2.2.26;oligo-alginate lyase [EC 4.2.2.26]
4.2.2.27;pectin monosaccharide-lyase [EC 4.2.2.27]
4.2.3.1;threonine synthase [EC 4.2.3.1]
4.2.3.2;ethanolamine-phosphate phospho-lyase [EC 4.2.3.2]
4.2.3.3;methylglyoxal synthase [EC 4.2.3.3]
4.2.3.4;3-dehydroquinate synthase [EC 4.2.3.4]
4.2.3.5;chorismate synthase [EC 4.2.3.5]
4.2.3.6;trichodiene synthase [EC 4.2.3.6]
4.2.3.7;pentalenene synthase [EC 4.2.3.7]
4.2.3.8;casbene synthase [EC 4.2.3.8]
4.2.3.9;aristolochene synthase [EC 4.2.3.9]
4.2.3.10;(-)-endo-fenchol synthase [EC 4.2.3.10]
4.2.3.11;sabinene-hydrate synthase [EC 4.2.3.11]
4.2.3.12;6-pyruvoyltetrahydropterin synthase [EC 4.2.3.12]
4.2.3.13;(+)-δ-cadinene synthase [EC 4.2.3.13]
4.2.3.14;pinene synthase. Now covered by EC 4.2.3.119, (-)-α-pinene synthase, and EC 4.2.3.120, (-)-β-pinene synthase [EC 4.2.3.14]
4.2.3.15;myrcene synthase [EC 4.2.3.15]
4.2.3.16;(4S)-limonene synthase [EC 4.2.3.16]
4.2.3.17;taxadiene synthase [EC 4.2.3.17]
4.2.3.18;abieta-7,13-diene synthase [EC 4.2.3.18]
4.2.3.19;ent-kaurene synthase [EC 4.2.3.19]
4.2.3.20;(R)-limonene synthase [EC 4.2.3.20]
4.2.3.21;vetispiradiene synthase [EC 4.2.3.21]
4.2.3.22;germacradienol synthase [EC 4.2.3.22]
4.2.3.23;germacrene-A synthase [EC 4.2.3.23]
4.2.3.24;amorpha-4,11-diene synthase [EC 4.2.3.24]
4.2.3.25;S-linalool synthase [EC 4.2.3.25]
4.2.3.26;R-linalool synthase [EC 4.2.3.26]
4.2.3.27;isoprene synthase [EC 4.2.3.27]
4.2.3.28;ent-cassa-12,15-diene synthase [EC 4.2.3.28]
4.2.3.29;ent-sandaracopimaradiene synthase [EC 4.2.3.29]
4.2.3.30;ent-pimara-8(14),15-diene synthase [EC 4.2.3.30]
4.2.3.31;ent-pimara-9(11),15-diene synthase [EC 4.2.3.31]
4.2.3.32;levopimaradiene synthase [EC 4.2.3.32]
4.2.3.33;stemar-13-ene synthase [EC 4.2.3.33]
4.2.3.34;stemod-13(17)-ene synthase [EC 4.2.3.34]
4.2.3.35;syn-pimara-7,15-diene synthase [EC 4.2.3.35]
4.2.3.36;terpentetriene synthase [EC 4.2.3.36]
4.2.3.37;epi-isozizaene synthase [EC 4.2.3.37]
4.2.3.38;α-bisabolene synthase [EC 4.2.3.38]
4.2.3.39;epi-cedrol synthase [EC 4.2.3.39]
4.2.3.40;(Z)-γ-bisabolene synthase [EC 4.2.3.40]
4.2.3.41;elisabethatriene synthase [EC 4.2.3.41]
4.2.3.42;aphidicolan-16β-ol synthase [EC 4.2.3.42]
4.2.3.43;fusicocca-2,10(14)-diene synthase [EC 4.2.3.43]
4.2.3.44;isopimara-7,15-diene synthase [EC 4.2.3.44]
4.2.3.45;phyllocladan-16α-ol synthase [EC 4.2.3.45]
4.2.3.46;α-farnesene synthase [EC 4.2.3.46]
4.2.3.47;β-farnesene synthase [EC 4.2.3.47]
4.2.3.48;(3S,6E)-nerolidol synthase [EC 4.2.3.48]
4.2.3.49;(3R,6E)-nerolidol synthase [EC 4.2.3.49]
4.2.3.50;(+)-α-santalene synthase [(2Z,6Z)-farnesyl diphosphate cyclizing] [EC 4.2.3.50]
4.2.3.51;β-phellandrene synthase (neryl-diphosphate-cyclizing) [EC 4.2.3.51]
4.2.3.52;(4S)-β-phellandrene synthase (geranyl-diphosphate-cyclizing) [EC 4.2.3.52]
4.2.3.53;(+)-endo-β-bergamotene synthase [(2Z,6Z)-farnesyl diphosphate cyclizing] [EC 4.2.3.53]
4.2.3.54;(-)-endo-α-bergamotene synthase [(2Z,6Z)-farnesyl diphosphate cyclizing] [EC 4.2.3.54]
4.2.3.55;(S)-β-bisabolene synthase [EC 4.2.3.55]
4.2.3.56;γ-humulene synthase [EC 4.2.3.56]
4.2.3.57;(-)-β-caryophyllene synthase [EC 4.2.3.57]
4.2.3.58;longifolene synthase [EC 4.2.3.58]
4.2.3.59;(E)-γ-bisabolene synthase [EC 4.2.3.59]
4.2.3.60;germacrene C synthase [EC 4.2.3.60]
4.2.3.61;5-epiaristolochene synthase [EC 4.2.3.61]
4.2.3.62;(-)-γ-cadinene synthase [(2Z,6E)-farnesyl diphosphate cyclizing] [EC 4.2.3.62]
4.2.3.63;(+)-cubenene synthase [EC 4.2.3.63]
4.2.3.64;(+)-epicubenol synthase [EC 4.2.3.64]
4.2.3.65;zingiberene synthase [EC 4.2.3.65]
4.2.3.66;β-selinene cyclase [EC 4.2.3.66]
4.2.3.67;cis-muuroladiene synthase [EC 4.2.3.67]
4.2.3.68;β-eudesmol synthase [EC 4.2.3.68]
4.2.3.69;(+)-α-barbatene synthase [EC 4.2.3.69]
4.2.3.70;patchoulol synthase [EC 4.2.3.70]
4.2.3.71;(E,E)-germacrene B synthase [EC 4.2.3.71]
4.2.3.72;α-gurjunene synthase [EC 4.2.3.72]
4.2.3.73;valencene synthase [EC 4.2.3.73]
4.2.3.74;presilphiperfolanol synthase [EC 4.2.3.74]
4.2.3.75;(-)-germacrene D synthase [EC 4.2.3.75]
4.2.3.76;(+)-δ-selinene synthase [EC 4.2.3.76]
4.2.3.77;(+)-germacrene D synthase [EC 4.2.3.77]
4.2.3.78;β-chamigrene synthase [EC 4.2.3.78]
4.2.3.79;thujopsene synthase [EC 4.2.3.79]
4.2.3.80;α-longipinene synthase [EC 4.2.3.80]
4.2.3.81;exo-α-bergamotene synthase [EC 4.2.3.81]
4.2.3.82;α-santalene synthase [EC 4.2.3.82]
4.2.3.83;β-santalene synthase [EC 4.2.3.83]
4.2.3.84;10-epi-γ-eudesmol synthase [EC 4.2.3.84]
4.2.3.85;α-eudesmol synthase [EC 4.2.3.85]
4.2.3.86;7-epi-α-selinene synthase [EC 4.2.3.86]
4.2.3.87;α-guaiene synthase [EC 4.2.3.87]
4.2.3.88;viridiflorene synthase [EC 4.2.3.88]
4.2.3.89;(+)-β-caryophyllene synthase [EC 4.2.3.89]
4.2.3.90;5-epi-α-selinene synthase [EC 4.2.3.90]
4.2.3.91;cubebol synthase [EC 4.2.3.91]
4.2.3.92;(+)-γ-cadinene synthase [EC 4.2.3.92]
4.2.3.93;δ-guaiene synthase [EC 4.2.3.93]
4.2.3.94;γ-curcumene synthase [EC 4.2.3.94]
4.2.3.95;(-)-α-cuprenene synthase [EC 4.2.3.95]
4.2.3.96;avermitilol synthase [EC 4.2.3.96]
4.2.3.97;(-)-δ-cadinene synthase [EC 4.2.3.97]
4.2.3.98;(+)-T-muurolol synthase [EC 4.2.3.98]
4.2.3.99;labdatriene synthase [EC 4.2.3.99]
4.2.3.100;bicyclogermacrene synthase [EC 4.2.3.100]
4.2.3.101;7-epi-sesquithujene synthase [EC 4.2.3.101]
4.2.3.102;sesquithujene synthase [EC 4.2.3.102]
4.2.3.103;ent-isokaurene synthase [EC 4.2.3.103]
4.2.3.104;α-humulene synthase [EC 4.2.3.104]
4.2.3.105;tricyclene synthase [EC 4.2.3.105]
4.2.3.106;(E)-β-ocimene synthase [EC 4.2.3.106]
4.2.3.107;(+)-car-3-ene synthase [EC 4.2.3.107]
4.2.3.108;1,8-cineole synthase [EC 4.2.3.108]
4.2.3.109;(-)-sabinene synthase [EC 4.2.3.109]
4.2.3.110;(+)-sabinene synthase [EC 4.2.3.110]
4.2.3.111;(-)-α-terpineol synthase [EC 4.2.3.111]
4.2.3.112;(+)-α-terpineol synthase [EC 4.2.3.112]
4.2.3.113;terpinolene synthase [EC 4.2.3.113]
4.2.3.114;γ-terpinene synthase [EC 4.2.3.114]
4.2.3.115;α-terpinene synthase [EC 4.2.3.115]
4.2.3.116;(+)-camphene synthase [EC 4.2.3.116]
4.2.3.117;(-)-camphene synthase [EC 4.2.3.117]
4.2.3.118;2-methylisoborneol synthase [EC 4.2.3.118]
4.2.3.119;(-)-α-pinene synthase [EC 4.2.3.119]
4.2.3.120;(-)-β-pinene synthase [EC 4.2.3.120]
4.2.3.121;(+)-α-pinene synthase [EC 4.2.3.121]
4.2.3.122;(+)-β-pinene synthase [EC 4.2.3.122]
4.2.3.123;β-sesquiphellandrene synthase [EC 4.2.3.123]
4.2.3.124;2-deoxy-scyllo-inosose synthase [EC 4.2.3.124]
4.2.3.125;α-muurolene synthase [EC 4.2.3.125]
4.2.3.126;γ-muurolene synthase [EC 4.2.3.126]
4.2.3.127;β-copaene synthase [EC 4.2.3.127]
4.2.3.128;β-cubebene synthase [EC 4.2.3.128]
4.2.3.129;(+)-sativene synthase [EC 4.2.3.129]
4.2.3.130;tetraprenyl-β-curcumene synthase [EC 4.2.3.130]
4.2.3.131;miltiradiene synthase [EC 4.2.3.131]
4.2.3.132;neoabietadiene synthase [EC 4.2.3.132]
4.2.3.133;α-copaene synthase [EC 4.2.3.133]
4.2.3.134;5-phosphooxy-L-lysine phospho-lyase [EC 4.2.3.134]
4.2.3.135;Δ6-protoilludene synthase [EC 4.2.3.135]
4.2.3.136;α-isocomene synthase [EC 4.2.3.136]
4.2.3.137;(E)-2-epi-β-caryophyllene synthase [EC 4.2.3.137]
4.2.3.138;(+)-epi-α-bisabolol synthase [EC 4.2.3.138]
4.2.3.139;valerena-4,7(11)-diene synthase [EC 4.2.3.139]
4.2.3.140;cis-abienol synthase [EC 4.2.3.140]
4.2.3.141;sclareol synthase [EC 4.2.3.141]
4.2.3.142;7-epizingiberene synthase [(2Z,6Z)-farnesyl diphosphate cyclizing] [EC 4.2.3.142]
4.2.3.143;kunzeaol synthase [EC 4.2.3.143]
4.2.3.144;geranyllinalool synthase [EC 4.2.3.144]
4.2.3.145;ophiobolin F synthase [EC 4.2.3.145]
4.2.3.146;cyclooctat-9-en-7-ol synthase [EC 4.2.3.146]
4.2.3.147;pimaradiene synthase [EC 4.2.3.147]
4.2.3.148;cembrene C synthase [EC 4.2.3.148]
4.2.3.149;nephthenol synthase [EC 4.2.3.149]
4.2.3.150;cembrene A synthase [EC 4.2.3.150]
4.2.3.151;pentamethylcyclopentadecatrienol synthase [EC 4.2.3.151]
4.2.3.152;2-epi-5-epi-valiolone synthase [EC 4.2.3.152]
